StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q40,Q41,Q42,Q43,Q44,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q17,Q18,Q19,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q20,Q21,Q22,Q23,Q24,Q25,Q34,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q29,Q30,Q31,Q32,Q33
2020-06-23 10:00:14,2020-06-23 10:05:42,IP Address,100,327,True,2020-06-23 10:05:42,R_2dNsJgDX7wG5jc5,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,4,Так,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Важко сказати,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше довіряю,Зовсім не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Ні,"ОСББ,профспілка",Ні,Так,У мене немає такого досвіду,Скоріше не відчуваю,4,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Скоріше погоджуюсь,Жінка,36-45 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-23 09:57:03,2020-06-23 10:07:08,IP Address,100,604,True,2020-06-23 10:07:08,R_2zI4TndZSNM71UN,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",3,Ні,2,Так,Ні,Так,Так,З більшістю людей ви повинні бути обережними,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Ні,"ОСББ,громадська організація,політична партія",Так,Ні,Маю малий досвід,Скоріше відчуваю,5,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Зовсім не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Зовсім не погоджуюсь,Повністю погоджуюсь,Жінка,18-25 років,Я постійно проживаю в Києві,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-23 09:31:30,2020-06-23 10:19:14,IP Address,100,2863,True,2020-06-23 10:19:14,R_2B567EWUQjFMZZ3,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,1,Так,Так,Так,Ні,З більшістю людей ви повинні бути обережними,Важко сказати,Важко сказати,Скоріше не довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,,Скоріше довіряю,,Зовсім не довіряю,,Скоріше не довіряю,,Зовсім не довіряю,,Скоріше не довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Так,Так,У мене є значний досвід,Складно сказати,1,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Скоріше погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Жінка,46 – 65 років,Інший варіант,Інше,Вища
2020-06-23 10:17:20,2020-06-23 10:21:43,IP Address,100,263,True,2020-06-23 10:21:43,R_2CQbR39GySOxRaH,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",2,Ні,2,Ні,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Так,Так,У мене немає такого досвіду,Скоріше відчуваю,4,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Найманий працівник/ця,Вища
2020-06-23 11:31:51,2020-06-23 11:37:05,IP Address,100,314,True,2020-06-23 11:37:06,R_R4gBQ9qWNugKxod,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",1,Так,0,Так,Ні,Ні,Так,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Зовсім не довіряю,Скоріше не довіряю,Зовсім не довіряю,Повністю довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше довіряю,Зовсім не довіряю,Скоріше довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Так,громадська організація,Так,Так,У мене немає такого досвіду,Скоріше відчуваю,4,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Скоріше погоджуюсь,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Скоріше погоджуюсь,Жінка,46 – 65 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-23 12:47:07,2020-06-23 12:48:50,IP Address,100,102,True,2020-06-23 12:48:50,R_3qqBGhhTxKra8MQ,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23 12:46:20,2020-06-23 12:50:56,IP Address,100,276,True,2020-06-23 12:50:56,R_2ZCtc2TzADWgia1,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,1,Ні,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Важко сказати,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Так,Так,У мене немає такого досвіду,Скоріше не відчуваю,4,Скоріше погоджуюсь,Зовсім не погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Жінка,18-25 років,Інший варіант,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-23 16:43:36,2020-06-23 16:46:16,IP Address,100,160,True,2020-06-23 16:46:16,R_3JaDbRJs6QYCasT,anonymous,UK,Ні,Так,Так,Так,Так,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23 16:46:45,2020-06-23 16:56:44,IP Address,100,598,True,2020-06-23 16:56:44,R_2f9dX1SucgsDcKB,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",1,Так,1,Так,Так,Ні,Так,З більшістю людей ви повинні бути обережними,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Ні,інше,Так,Так,Маю малий досвід,Складно сказати,3,Скоріше погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Зовсім не погоджуюсь,Важко відповісти,Повністю погоджуюсь,Чоловік,36-45 років,,Приватний підприємець/самозайнята особа,Вища
2020-06-23 23:24:18,2020-06-23 23:29:31,IP Address,100,312,True,2020-06-23 23:29:32,R_DcxSqu4UeOrgi77,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,2,Так,Так,Так,Так,З більшістю людей ви повинні бути обережними,Зовсім не довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Зовсім не довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Скоріше не довіряю,Так,"громадська організація,наукове, освітнє об'єднання,творча спілка",Так,Так,У мене є значний досвід,Повністю відчуваю свою відповідальність.,5,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Важко відповісти,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Жінка,26-35 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-24 01:41:10,2020-06-24 01:42:26,IP Address,100,75,True,2020-06-24 01:42:26,R_1rCvQ1K7Vhd38cl,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 02:52:20,2020-06-24 02:56:50,IP Address,100,270,True,2020-06-24 02:56:51,R_6zegiif8PSmQzO9,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",Я не пам'ятаю,Ні,5,Так,Ні,Ні,Так,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Повністю довіряю,Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Ні,Так,Маю малий досвід,Скоріше відчуваю,4,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Скоріше погоджуюсь,Чоловік,18-25 років,Я постійно проживаю в Києві,Найманий працівник/ця,Вища
2020-06-24 03:43:40,2020-06-24 03:44:03,IP Address,100,23,True,2020-06-24 03:44:03,R_3Kxcq4k7HMcUBIy,anonymous,UK,Так,Так,Так,Так,Так,Ні,Ні,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 03:43:36,2020-06-24 03:44:08,IP Address,100,31,True,2020-06-24 03:44:08,R_7VDgzDlKnxPEHC1,anonymous,UK,Ні,Ні,Так,Так,Так,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 03:42:31,2020-06-24 03:47:06,IP Address,100,274,True,2020-06-24 03:47:06,R_SORDdK5CUFedyU1,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,2,Так,Ні,Ні,Так,"Людям, як правило, можна довіряти",Скоріше не довіряю,Повністю довіряю,Повністю довіряю,Повністю довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Повністю довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні",Повністю довіряю,Важко сказати,"ОСББ,громадська організація,наукове, освітнє об'єднання",Так,Так,Маю малий досвід,Складно сказати,4,Скоріше погоджуюсь,Повністю погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Повністю погоджуюсь,Чоловік,18-25 років,Інший варіант,Студент/ка,Вища
2020-06-24 03:43:37,2020-06-24 03:48:00,IP Address,100,262,True,2020-06-24 03:48:00,R_2SGJfgAIvkThXqS,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",2,Так,1,Так,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Важко сказати,Важко сказати,Важко сказати,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Ні,"ні, я не є членом жодного з громадських об'єднань",Так,Так,У мене немає такого досвіду,Складно сказати,3,Важко відповісти,Важко відповісти,Важко відповісти,Важко відповісти,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Важко відповісти,Жінка,18-25 років,Інший варіант,Студент/ка,Вища
2020-06-24 03:46:40,2020-06-24 03:48:17,IP Address,100,97,True,2020-06-24 03:48:18,R_1FrBeWW6HpuHMYl,anonymous,UK,Ні,Так,Так,Так,Так,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 03:44:15,2020-06-24 03:48:19,IP Address,100,243,True,2020-06-24 03:48:19,R_1OUN5LLZDKaXIL2,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,5,Ні,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Важко сказати,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Зовсім не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Скоріше не відчуваю,3,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Повністю погоджуюсь,Жінка,18-25 років,Я постійно проживаю в Києві,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 03:43:20,2020-06-24 03:48:21,IP Address,100,300,True,2020-06-24 03:48:21,R_3KxQerBiAp6mSYO,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,Я учасник/ця команди проекту,5,Так,0,Так,Так,Ні,Ні,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Важко сказати,"наукове, освітнє об'єднання,інше",Так,Ні,Маю малий досвід,Складно сказати,4,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Чоловік,18-25 років,Я проживаю в Києві протягом останніх 5 років,Приватний підприємець/самозайнята особа,Вища
2020-06-24 03:47:37,2020-06-24 03:48:25,IP Address,100,48,True,2020-06-24 03:48:25,R_2XgpCZeIqZku9Od,anonymous,UK,Так,Так,Так,Ні,Так,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24 03:43:15,2020-06-24 03:48:43,IP Address,100,328,True,2020-06-24 03:48:43,R_2rCv3A9Wdv1DjKw,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,Я учасник/ця команди проекту,5,Так,0,Так,Ні,Ні,Ні,"Людям, як правило, можна довіряти",Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Важко сказати,"наукове, освітнє об'єднання,творча спілка",Так,Так,Маю малий досвід,Скоріше не відчуваю,3,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Зовсім не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Повністю погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Вища
2020-06-24 03:43:58,2020-06-24 03:49:32,IP Address,100,334,True,2020-06-24 03:49:32,R_2X4H3k2M7jQrpO4,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я лідер/ка проекту,5,Так,1,Так,Так,Так,Так,"Людям, як правило, можна довіряти",Повністю довіряю,Повністю довіряю,Повністю довіряю,Повністю довіряю,Повністю довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Так,інше,Так,Так,У мене є значний досвід,Скоріше відчуваю,4,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Повністю погоджуюсь,Жінка,18-25 років,Інший варіант,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 03:45:55,2020-06-24 03:49:56,IP Address,100,241,True,2020-06-24 03:49:57,R_2aITOLgSHqV9y0k,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Так,2,Так,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Скоріше довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше не довіряю,Зовсім не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше не довіряю,Зовсім не довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Скоріше не відчуваю,3,Зовсім не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Зовсім не погоджуюсь,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Повністю погоджуюсь,Чоловік,18-25 років,Я постійно проживаю в Києві,Студент/ка,Вища
2020-06-24 03:43:33,2020-06-24 03:49:59,IP Address,100,385,True,2020-06-24 03:49:59,R_1NxqxqTMyU2jbDy,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,5,Ні,Ні,Ні,Так,З більшістю людей ви повинні бути обережними,Повністю довіряю,Повністю довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Зовсім не відчуваю своєї відповідальності,2,Важко відповісти,Скоріше не погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Зовсім не погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Повністю погоджуюсь,Жінка,18-25 років,Інший варіант,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 03:44:47,2020-06-24 03:50:00,IP Address,100,312,True,2020-06-24 03:50:00,R_beE5VZYukwlSZk5,anonymous,UK,Так,Так,Так,Так,Так,Так,Так,Я учасник/ця команди проекту,5,Ні,4,Так,Ні,Ні,Ні,З більшістю людей ви повинні бути обережними,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Повністю довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Важко сказати,"ні, я не є членом жодного з громадських об'єднань",Складно сказати,Так,У мене немає такого досвіду,Скоріше відчуваю,3,Скоріше не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Скоріше погоджуюсь,Жінка,18-25 років,Я проживаю в Києві протягом останніх 5 років,Студент/ка,Вища
2020-06-24 03:45:10,2020-06-24 03:50:02,IP Address,100,292,True,2020-06-24 03:50:04,R_25LvWD2xud0sHhi,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",3,Ні,0,Так,Ні,Ні,Ні,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Важко сказати,Скоріше довіряю,Скоріше не довіряю,Зовсім не довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,Зовсім не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,Скоріше довіряю,Ні,"ні, я не є членом жодного з громадських об'єднань",Ні,Ні,У мене немає такого досвіду,Зовсім не відчуваю своєї відповідальності,2,Скоріше не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше погоджуюсь,Скоріше не погоджуюсь,Скоріше погоджуюсь,Зовсім не погоджуюсь,Зовсім не погоджуюсь,Чоловік,18-25 років,Я постійно проживаю в Києві,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 03:44:34,2020-06-24 03:50:03,IP Address,100,328,True,2020-06-24 03:50:05,R_10xDYBtVG8tGSy2,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",5,Ні,3,Ні,Ні,Так,Так,З більшістю людей ви повинні бути обережними,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Зовсім не довіряю,Скоріше не довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Ні,профспілка,Складно сказати,Ні,У мене немає такого досвіду,Складно сказати,4,Скоріше не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше не погоджуюсь,Жінка,18-25 років,Інший варіант,Студент/ка,Незакінчена вища (3 курси і більше)
2020-06-24 03:43:59,2020-06-24 03:50:44,IP Address,100,405,True,2020-06-24 03:50:45,R_xyIdME74JnlW2TT,anonymous,UK,Так,Так,Так,Так,Так,Так,Ні,"Я виборець, тільки голосував/ла за проекти",3,Ні,0,Так,Ні,Ні,Так,"У більшості випадків ви повинні бути обережні з іншими людьми, людям не можна повністю довіряти",Скоріше довіряю,Скоріше довіряю,Скоріше довіряю,Повністю довіряю,Зовсім не довіряю,Скоріше не довіряю,Скоріше не довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Повністю довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Скоріше довіряю,"Важко відповісти чи довіряю, чи ні",Повністю довіряю,Скоріше довіряю,"Важко відповісти чи довіряю, чи ні","Важко відповісти чи довіряю, чи ні",Важко сказати,творча спілка,Так,Ні,Маю малий досвід,Складно сказати,4,Скоріше погоджуюсь,Важко відповісти,Скоріше не погоджуюсь,Скоріше погоджуюсь,Важко відповісти,Важко відповісти,Важко відповісти,Скоріше погоджуюсь,Жінка,18-25 років,Інший варіант,Студент/ка,Незакінчена вища (3 курси і більше)
